EID,GPU Duration (ms),Rasterized Primitives,Samples Passed,VS Invocations,PS Invocations,CS Invocations,dram__bytes_op_read.sum (bytes),dram__bytes_op_write.sum (bytes),gpu__time_active.sum,gpu__time_duration.sum,sm__inst_executed.sum,dram__bytes_op_read.avg (bytes),dram__bytes_op_write.avg (bytes),sm__inst_executed.avg,tpc__average_registers_per_thread_shader_3d.avg.ratio,l1tex__t_sector_hit_rate.avg.pct (%),lts__average_t_sector_hit_rate_realtime.avg.pct (%),lts__t_sector_hit_rate.avg.pct (%),smsp__warp_issue_stalled_barrier_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_branch_resolving_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_dispatch_stall_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_drain_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_lg_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_long_scoreboard_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_long_scoreboard_pipe_l1tex_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_math_pipe_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_membar_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_mio_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_mio_throttle_pipe_mio_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_misc_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_no_instruction_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_not_selected_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_selected_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_short_scoreboard_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_sleeping_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_tex_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_wait_per_warp_active.avg.pct (%),tpc__average_registers_per_thread_shader_3d.avg.pct (%),tpc__average_registers_per_thread_shader_cs.avg.pct (%),tpc__average_registers_per_thread_shader_ps.avg.pct (%),tpc__average_registers_per_thread_shader_vtg.avg.pct (%)
1069,0.00317,1486,1345,1332,0,0,768.00,0.00,6016.00,5953.7037,6192.00,128.00,0.00,129.00,24.27076,0.00,96.97733,92.94625,0.00,0.39874,0.00,0.10488,0.00,0.00,0.00,0.00,0.00,0.39874,0.39874,1.40909,5.04449,0.00,6.42971,94.72914,0.00,0.00,6.67892,9.48077,0.00,0.00,2.44328
1071,0.00317,1486,659,1332,0,0,1280.00,0.00,5728.00,5703.7037,6192.00,213.33333,0.00,129.00,24.3878,0.00,99.34383,97.71017,0.00,0.373,0.00,0.09617,0.00,0.00,0.00,0.00,0.00,0.373,0.373,1.31814,4.71694,0.00,6.01469,69.46225,0.00,0.00,6.24781,9.52648,0.00,0.00,2.84362
1073,0.00352,1486,1228,1332,0,0,4608.00,0.00,5920.00,5898.14815,6192.00,768.00,0.00,129.00,24.32678,0.00,95.3668,94.89946,0.00,0.3996,0.00,0.1051,0.00,0.00,0.00,0.00,0.00,0.3996,0.3996,1.41214,5.0575,0.00,6.44362,77.87502,0.00,0.00,6.69338,9.50265,0.00,0.00,2.25677
1075,0.00445,1486,13327,1332,0,0,10240.00,0.00,6496.00,6435.18519,6192.00,1706.66667,0.00,129.00,24.22304,0.00,90.4674,90.84155,0.00,0.41889,0.00,0.11236,0.00,0.00,0.00,0.00,0.00,0.41889,0.41889,1.48029,5.31902,0.00,6.75459,76.95782,0.00,0.00,7.0164,9.46212,0.00,0.00,2.47249
1077,0.00314,1486,4117,1332,0,0,768.00,0.00,7552.00,7509.25926,6192.00,128.00,0.00,129.00,24.43377,0.00,97.52066,93.43287,0.00,0.41261,0.00,0.10637,0.00,0.00,0.00,0.00,0.00,0.41261,0.41261,1.45809,5.23279,0.00,6.65327,80.51834,0.00,0.00,6.91115,9.54444,0.00,0.00,3.84521
1079,0.00339,1486,2041,1332,0,0,512.00,0.00,5984.00,5944.44444,6192.00,85.33333,0.00,129.00,24.2603,0.00,95.48088,91.77692,0.00,0.41492,0.00,0.10913,0.00,0.00,0.00,0.00,0.00,0.41492,0.41492,1.46628,5.30001,0.00,6.69065,77.04842,0.00,0.00,6.94998,9.47668,0.00,0.00,2.43075
1081,0.00336,1486,6570,1332,0,0,1280.00,0.00,6112.00,6101.85185,6192.00,213.33333,0.00,129.00,24.31347,0.00,86.93182,85.50338,0.00,0.40882,0.00,0.10966,0.00,0.00,0.00,0.00,0.00,0.40882,0.40882,1.44469,5.20707,0.00,6.59214,75.26136,0.00,0.00,6.84765,9.49745,0.00,0.00,2.43772
1083,0.00387,1486,4509,1332,0,0,256.00,0.00,6240.00,6212.96296,6192.00,42.66667,0.00,129.00,24.32652,0.00,91.5009,90.05993,0.00,0.40106,0.00,0.10549,0.00,0.00,0.00,0.00,0.00,0.40106,0.40106,1.41729,5.09682,0.00,6.46711,77.80586,0.00,0.00,6.71777,9.50255,0.00,0.00,2.74518
1085,0.00464,1486,44760,1332,0,0,0.00,0.00,7232.00,7185.18519,6192.00,0.00,0.00,129.00,24.33825,0.00,82.90494,81.04031,0.00,0.39637,0.00,0.10219,0.00,0.00,0.00,0.00,0.00,0.39637,0.39637,1.40072,5.02586,0.00,6.39148,76.57697,0.00,0.00,6.63921,9.50713,0.00,0.00,2.41009
1087,0.0032,1486,1417,1332,0,0,512.00,0.00,5920.00,5898.14815,6192.00,85.33333,0.00,129.00,24.24432,0.00,94.64052,89.72733,0.00,0.35284,0.00,0.09281,0.00,0.00,0.00,0.00,0.00,0.35284,0.35284,1.2469,4.46017,0.00,5.68961,67.94634,0.00,0.00,5.91014,9.47044,0.00,0.00,2.44716
1089,0.00326,1486,531,1332,0,0,0.00,0.00,6016.00,5981.48148,6192.00,0.00,0.00,129.00,24.27682,0.00,98.4058,93.88326,0.00,0.41064,0.00,0.10801,0.00,0.00,0.00,0.00,0.00,0.41064,0.41064,1.45114,5.19821,0.00,6.62154,80.32252,0.00,0.00,6.87819,9.48313,0.00,0.00,2.42483
1091,0.00445,1486,13879,1332,0,0,8448.00,0.00,6784.00,6750.00,6192.00,1408.00,0.00,129.00,24.43434,0.00,87.47604,87.55996,0.00,0.39362,0.00,0.10353,0.00,0.00,0.00,0.00,0.00,0.39362,0.39362,1.39098,4.9981,0.00,6.34706,76.36254,0.00,0.00,6.59307,9.54466,0.00,0.00,2.3148
1093,0.00384,1486,17859,1332,0,0,4608.00,0.00,6400.00,6361.11111,6192.00,768.00,0.00,129.00,24.13756,0.00,90.58824,89.15122,0.00,0.39391,0.00,0.10156,0.00,0.00,0.00,0.00,0.00,0.39391,0.39391,1.39204,4.99267,0.00,6.35188,77.59404,0.00,0.00,6.59807,9.42873,0.00,0.00,2.41256
1095,0.00323,1486,0,1332,0,0,1280.00,0.00,5632.00,5583.33333,6192.00,213.33333,0.00,129.00,24.3731,0.00,98.27586,95.95284,0.00,0.41383,0.00,0.10885,0.00,0.00,0.00,0.00,0.00,0.41383,0.41383,1.46241,5.16208,0.00,6.67299,78.27614,0.00,0.00,6.93163,9.52074,0.00,0.00,2.42207
1112,0.00534,3514,3997,4552,0,0,258304.00,0.00,7808.00,7750.00,18834.00,43050.66667,0.00,392.375,24.32898,0.00,44.76886,42.9594,0.00,0.28003,0.00,0.07001,0.00,0.00,0.00,0.00,0.00,0.30401,0.30401,1.6646,2.95663,0.00,4.5155,53.97737,0.00,0.00,4.69052,9.50351,0.00,0.00,2.73271
1114,0.00378,3514,258,4552,0,0,10240.00,0.00,6272.00,6231.48148,18834.00,1706.66667,0.00,392.375,24.36672,0.00,97.61598,96.89904,0.00,0.45349,0.00,0.11104,0.00,0.00,0.00,0.00,0.00,0.48998,0.48998,2.94224,4.79657,0.00,7.3125,69.73897,0.00,0.00,7.59593,9.51825,0.00,0.00,2.80749
1116,0.00307,3514,3,4552,0,0,1024.00,0.00,5056.00,5055.55556,18834.00,170.66667,0.00,392.375,24.31598,0.00,98.40,96.53142,0.00,0.46375,0.00,0.09886,0.00,0.00,0.00,0.00,0.00,0.50345,0.50345,2.96592,4.89675,0.00,7.47793,72.28868,0.00,0.00,7.76778,9.49843,0.00,0.00,2.42829
1118,0.00397,3514,1375,4552,0,0,2560.00,0.00,6368.00,6333.33333,18834.00,426.66667,0.00,392.375,24.36416,0.00,96.77593,94.48646,0.00,0.48125,0.00,0.10301,0.00,0.00,0.00,0.00,0.00,0.52245,0.52245,3.12235,5.08607,0.00,7.76013,70.33687,0.00,0.00,8.06091,9.51725,0.00,0.00,2.37511
1120,0.00374,3514,519,4552,0,0,2816.00,0.00,6016.00,5990.74074,18834.00,469.33333,0.00,392.375,24.33304,0.00,97.86621,95.27301,0.00,0.47984,0.00,0.10312,0.00,0.00,0.00,0.00,0.00,0.52093,0.52093,3.09104,5.06464,0.00,7.73747,149.3396,0.00,0.00,8.03737,9.50509,0.00,0.00,2.37268
1122,0.00378,3514,593,4552,0,0,3328.00,0.00,6528.00,6490.74074,18834.00,554.66667,0.00,392.375,24.30216,0.00,97.70822,95.24828,0.00,0.4846,0.00,0.10455,0.00,0.00,0.00,0.00,0.00,0.52608,0.52608,3.12165,5.1148,0.00,7.81409,72.97097,0.00,0.00,8.11697,9.49303,0.00,0.00,3.30748
1124,0.00378,3514,56,4552,0,0,3328.00,3328.00,7712.00,7666.66667,18834.00,554.66667,554.66667,392.375,24.36733,0.00,97.90524,105.59445,0.00,0.47537,0.00,0.10216,0.00,0.00,0.00,0.00,0.00,0.51607,0.51607,3.06223,4.98936,0.00,7.66535,76.20501,0.00,0.00,7.96246,9.51849,0.00,0.00,3.22305
1126,0.00365,3514,64,4552,0,0,3072.00,0.00,8384.00,8324.07407,18834.00,512.00,0.00,392.375,24.29764,0.00,99.04398,101.55236,0.00,0.46663,0.00,0.10068,0.00,0.00,0.00,0.00,0.00,0.50658,0.50658,3.0059,4.86281,0.00,7.52433,71.19389,0.00,0.00,7.81597,9.49127,0.00,0.00,2.93069
1128,0.004,3514,233,4552,0,0,1536.00,3840.00,8192.00,8138.88889,18834.00,256.00,640.00,392.375,24.41804,0.00,98.36512,107.03611,0.00,0.47697,0.00,0.10291,0.00,0.00,0.00,0.00,0.00,0.51781,0.51781,3.07254,5.01431,0.00,7.69115,74.48209,0.00,0.00,7.98925,9.5383,0.00,0.00,3.25212
1130,0.00413,3514,2317,4552,0,0,4864.00,0.00,8032.00,7981.48148,18834.00,810.66667,0.00,392.375,24.21844,0.00,96.54482,95.57821,0.00,0.47717,0.00,0.10295,0.00,0.00,0.00,0.00,0.00,0.51802,0.51802,3.07383,5.0393,0.00,7.69438,68.90341,0.00,0.00,7.99261,9.46033,0.00,0.00,3.63728
1132,0.004,3514,518,4552,0,0,3840.00,0.00,6272.00,6240.74074,18834.00,640.00,0.00,392.375,24.41293,0.00,97.74266,95.15333,0.00,0.47339,0.00,0.10173,0.00,0.00,0.00,0.00,0.00,0.51392,0.51392,3.04949,4.99899,0.00,7.63345,75.00588,0.00,0.00,7.92932,9.5363,0.00,0.00,2.41863
1134,0.00381,3514,329,4552,0,0,2816.00,0.00,6240.00,6240.74074,18834.00,469.33333,0.00,392.375,24.3196,0.00,98.40456,95.98625,0.00,0.47613,0.00,0.10314,0.00,0.00,0.00,0.00,0.00,0.5169,0.5169,3.06715,1.67666,0.00,7.67766,76.19981,0.00,0.00,7.97525,9.49984,0.00,0.00,2.73836
1153,0.00666,0,0,6386,0,0,627968.00,0.00,8992.00,8953.7037,61655.00,104661.33333,0.00,1284.47917,48.17946,0.00,27.33574,26.36292,0.00,0.23075,0.43768,0.0306,0.00,0.00,0.00,0.00134,0.00,0.10686,0.10686,0.00,4.76848,0.43168,4.86217,101.0994,0.00,0.00,1.95922,18.8201,0.00,0.00,4.68713
1157,0.00806,1987,1557,1864,0,0,165632.00,0.00,8384.00,8342.59259,19392.00,27605.33333,0.00,404.00,48.29688,0.00,56.59824,53.98808,0.00,0.40726,0.62589,0.05773,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.36724,9.49433,0.00,8.81435,64.98716,0.00,0.00,5.35261,18.86597,0.00,0.00,5.06801
1159,0.00608,1987,710,1864,0,0,6144.00,0.00,7392.00,7361.11111,19392.00,1024.00,0.00,404.00,48.39732,0.00,94.00749,92.75937,0.00,0.44682,0.68619,0.06383,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50005,10.56516,0.00,9.67052,70.30724,0.00,0.00,5.87253,18.9052,0.00,0.00,5.31783
1161,0.00685,1987,1372,1864,0,0,7168.00,0.00,7904.00,7870.37037,19392.00,1194.66667,0.00,404.00,48.31964,0.00,91.51209,90.82653,0.00,0.17935,0.27542,0.02562,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60209,4.3001,0.00,3.88156,28.22197,0.00,0.00,2.35712,18.87486,0.00,0.00,4.69823
1163,0.0065,1987,4740,1864,0,0,7936.00,0.00,7392.00,7370.37037,19392.00,1322.66667,0.00,404.00,48.42995,0.00,89.6729,88.45907,0.00,0.44942,0.69068,0.0642,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50875,10.5071,0.00,9.72664,70.83312,0.00,0.00,5.90661,18.91795,0.00,0.00,4.84178
1165,0.00704,1981,3440,1864,0,0,8960.00,0.00,8032.00,8009.25926,19392.00,1493.33333,0.00,404.00,48.35062,0.00,90.50279,88.92685,0.00,0.44896,0.68948,0.06414,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50723,10.47347,0.00,9.71684,70.94067,0.00,0.00,5.90066,18.88696,0.00,0.00,4.82274
1167,0.00592,1987,1223,1864,0,0,19456.00,0.00,7040.00,7009.25926,19392.00,3242.66667,0.00,404.00,48.14332,0.00,91.22294,90.98227,0.00,0.45262,0.69509,0.06466,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.5195,10.60265,0.00,9.79592,70.43645,0.00,0.00,5.94868,18.80599,0.00,0.00,1.89425
1169,0.00598,1987,1400,1864,0,0,8448.00,0.00,7328.00,7324.07407,19392.00,1408.00,0.00,404.00,48.40174,0.00,95.39823,94.05904,0.00,0.44569,0.68495,0.06317,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49625,10.43445,0.00,9.64603,71.72496,0.00,0.00,5.85766,18.90693,0.00,0.00,4.65514
1171,0.00589,1987,967,1864,0,0,7424.00,0.00,7168.00,7138.88889,19392.00,1237.33333,0.00,404.00,48.23632,0.00,92.12963,92.59041,0.00,0.44649,0.68568,0.06329,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49893,10.66495,0.00,9.66334,72.43168,0.00,0.00,5.86817,18.84231,0.00,0.00,4.73896
1173,0.00618,1987,2293,1864,0,0,9216.00,0.00,7328.00,7305.55556,19392.00,1536.00,0.00,404.00,48.5259,0.00,90.99245,90.80389,0.00,0.45084,0.69236,0.0639,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51354,10.51525,0.00,9.75747,70.98219,0.00,0.00,5.92533,18.95543,0.00,0.00,4.71679
1175,0.00586,1987,1257,1864,0,0,31744.00,0.00,7584.00,7537.03704,19392.00,5290.66667,0.00,404.00,48.34953,0.00,92.48534,146.68672,0.00,0.44783,0.68824,0.06398,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50342,10.52295,0.00,9.69227,71.12712,0.00,0.00,5.88573,18.88654,0.00,0.00,4.89306
1177,0.0063,1987,2284,1864,0,0,7424.00,0.00,7104.00,7064.81481,19392.00,1237.33333,0.00,404.00,48.30782,0.00,94.47633,141.95348,0.00,0.46356,0.7119,0.06622,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.55624,10.43117,0.00,10.0328,70.48726,0.00,0.00,6.09253,18.87024,0.00,0.00,4.99071
1179,0.00432,0,0,1864,0,0,8448.00,0.00,5056.00,5055.55556,18880.00,1408.00,0.00,393.33333,48.41784,0.00,99.8456,154.3956,0.00,0.49482,0.7599,0.07069,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.23224,0.00,10.4265,69.76921,0.00,0.00,4.20595,18.91322,0.00,0.00,5.03946
1181,0.00438,0,0,1864,0,0,8448.00,0.00,4768.00,4740.74074,18880.00,1408.00,0.00,393.33333,48.35481,0.00,99.88932,143.7444,0.00,0.46252,0.71081,0.06607,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.87842,0.00,9.74587,74.54716,0.00,0.00,3.93139,18.8886,0.00,0.00,4.68602
1183,0.00586,1987,508,1864,0,0,0.00,0.00,7008.00,6972.22222,19392.00,0.00,0.00,404.00,48.41135,0.00,97.84615,99.60421,0.00,0.4407,0.6768,0.06296,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.47951,10.58083,0.00,9.5381,71.48506,0.00,0.00,5.79211,18.91069,0.00,0.00,4.58947
1185,0.0065,1987,1510,1864,0,0,0.00,0.00,7040.00,7000.00,19392.00,0.00,0.00,404.00,48.35371,0.00,93.64476,94.50298,0.00,0.45504,0.69881,0.06501,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52763,10.56138,0.00,9.84835,72.65802,0.00,0.00,5.98052,18.88817,0.00,0.00,4.77836
1187,0.00659,1987,1627,1864,0,0,0.00,0.00,7360.00,7333.33333,19392.00,0.00,0.00,404.00,48.34636,0.00,96.54226,98.52105,0.00,0.44286,0.68059,0.06327,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.48673,10.48818,0.00,9.58467,70.42946,0.00,0.00,5.8204,18.8853,0.00,0.00,5.05157
1189,0.00662,1987,776,1864,0,0,1792.00,0.00,7200.00,7175.92593,19392.00,298.66667,0.00,404.00,48.44404,0.00,96.86431,101.84426,0.00,0.44417,0.68212,0.06345,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49115,10.54808,0.00,9.61313,72.21154,0.00,0.00,5.83768,18.92345,0.00,0.00,4.86321
1191,0.00602,1987,732,1864,0,0,8448.00,0.00,7040.00,6990.74074,19392.00,1408.00,0.00,404.00,48.28338,0.00,95.1232,112.38227,0.00,0.44557,0.68426,0.06365,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49583,10.39624,0.00,9.64335,71.09333,0.00,0.00,5.85603,18.8607,0.00,0.00,4.89033
1193,0.00621,1987,811,1864,0,0,0.00,0.00,7104.00,7092.59259,19392.00,0.00,0.00,404.00,48.38777,0.00,96.49123,96.78089,0.00,0.44386,0.68214,0.06291,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49011,10.42781,0.00,9.60647,71.52736,0.00,0.00,5.83363,18.90147,0.00,0.00,4.82877
1195,0.00646,1987,832,1864,0,0,0.00,0.00,7200.00,7166.66667,19392.00,0.00,0.00,404.00,48.38243,0.00,96.08434,95.45696,0.00,0.44193,0.67868,0.06264,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.48362,10.34689,0.00,9.56463,71.75396,0.00,0.00,5.80822,18.89939,0.00,0.00,4.73361
1197,0.00659,1987,6250,1864,0,0,0.00,0.00,7680.00,7648.14815,19392.00,0.00,0.00,404.00,48.04609,0.00,91.04128,60.23143,0.00,0.44283,0.68005,0.06277,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.48663,10.40294,0.00,9.58401,71.23116,0.00,0.00,5.81999,18.768,0.00,0.00,0.61334
1199,0.00634,1987,878,1864,0,0,512.00,0.00,9408.00,9351.85185,19392.00,85.33333,0.00,404.00,48.3194,0.00,96.60441,64.64216,0.00,0.44417,0.68262,0.06345,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49115,10.67746,0.00,9.61313,71.80702,0.00,0.00,5.83768,18.87477,0.00,0.00,11.15106
1201,0.00672,1987,2378,1864,0,0,0.00,0.00,8192.00,8166.66667,19392.00,0.00,0.00,404.00,48.3902,0.00,95.65684,59.79887,0.00,0.45323,0.69603,0.06475,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52156,10.57251,0.00,9.8092,73.3965,0.00,0.00,5.95674,18.90242,0.00,0.00,5.27663
1203,0.00662,1987,3007,1864,0,0,0.00,0.00,7744.00,7694.44444,19392.00,0.00,0.00,404.00,48.40204,0.00,93.15202,63.2711,0.00,0.45017,0.69133,0.06431,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51128,10.54879,0.00,9.74291,72.14036,0.00,0.00,5.91649,18.90705,0.00,0.00,4.76075
1205,0.00598,1987,1369,1864,0,0,4864.00,0.00,7264.00,7212.96296,19392.00,810.66667,0.00,404.00,48.32397,0.00,94.69169,64.92336,0.00,0.45452,0.69853,0.06493,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.5259,10.728,0.00,9.83721,70.2195,0.00,0.00,5.97375,18.87655,0.00,0.00,4.74642
1207,0.00643,1987,679,1864,0,0,168448.00,189952.00,10144.00,10120.37037,19392.00,28074.66667,31658.66667,404.00,48.38176,0.00,56.82927,35.14433,0.00,0.44276,0.67995,0.06325,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.48639,10.38054,0.00,9.5825,68.89692,0.00,0.00,5.81907,18.89913,0.00,0.00,11.92366
1209,0.00634,1987,3108,1864,0,0,4864.00,61440.00,7232.00,7222.22222,19392.00,810.66667,10240.00,404.00,48.39205,0.00,91.59159,61.36914,0.00,0.46046,0.70714,0.06578,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.54584,10.6744,0.00,9.96572,70.7262,0.00,0.00,6.05179,18.90314,0.00,0.00,4.86568
1211,0.00643,1987,1678,1864,0,0,6144.00,34560.00,7296.00,7268.51852,19392.00,1024.00,5760.00,404.00,48.40819,0.00,93.15444,59.93385,0.00,0.47472,0.72956,0.06782,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.5937,10.99114,0.00,10.27429,68.09683,0.00,0.00,6.23917,18.90945,0.00,0.00,5.06038
1213,0.00576,1987,880,1864,0,0,6912.00,26368.00,7104.00,7083.33333,19392.00,1152.00,4394.66667,404.00,48.33378,0.00,96.12634,62.89016,0.00,0.47126,0.72372,0.06732,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58209,10.79799,0.00,10.19944,69.92552,0.00,0.00,6.19372,18.88038,0.00,0.00,4.99587
1215,0.00595,1987,412,1864,0,0,3584.00,20992.00,6720.00,6685.18519,19392.00,597.33333,3498.66667,404.00,48.32204,0.00,97.9443,90.28465,0.00,0.45687,0.70163,0.06527,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53379,10.57798,0.00,9.88808,70.49384,0.00,0.00,6.00464,18.8758,0.00,0.00,4.78228
1217,0.0065,1987,1162,1864,0,0,0.00,16384.00,7328.00,7296.2963,19392.00,0.00,2730.66667,404.00,48.3656,0.00,97.669,94.08633,0.00,0.41192,0.63305,0.05839,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38286,9.69612,0.00,8.91504,64.71313,0.00,0.00,5.41376,18.89281,0.00,0.00,5.13142
1219,0.00618,1987,397,1864,0,0,512.00,24576.00,6880.00,6842.59259,19392.00,85.33333,4096.00,404.00,48.44909,0.00,98.30839,94.92696,0.00,0.45808,0.70348,0.06493,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53784,10.42337,0.00,9.91416,69.76212,0.00,0.00,6.02048,18.92543,0.00,0.00,5.27945
1221,0.0071,1987,1030,1864,0,0,512.00,39936.00,7744.00,7731.48148,19392.00,85.33333,6656.00,404.00,48.38648,0.00,95.23529,89.07393,0.00,0.44876,0.68916,0.06361,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50654,10.47164,0.00,9.71237,70.5023,0.00,0.00,5.89794,18.90097,0.00,0.00,4.74774
1223,0.00643,1987,836,1864,0,0,0.00,23296.00,7232.00,7212.96296,19392.00,0.00,3882.66667,404.00,48.29289,0.00,96.9163,78.25329,0.00,0.45794,0.70378,0.06542,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53738,11.09339,0.00,9.91122,72.3235,0.00,0.00,5.95328,18.86441,0.00,0.00,4.80477
1225,0.00509,132,24,1864,0,0,0.00,4608.00,6592.00,6564.81481,18952.00,0.00,768.00,394.83333,48.42259,0.00,100.00,93.27893,0.00,0.47044,0.72247,0.06721,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19847,10.85273,0.00,9.9507,73.54654,0.00,0.00,4.23871,18.91507,0.00,0.00,4.7772
1227,0.00608,1987,1462,1864,0,0,0.00,36096.00,7200.00,7175.92593,19392.00,0.00,6016.00,404.00,48.36465,0.00,96.0261,89.97677,0.00,0.4501,0.69122,0.0643,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51103,10.64556,0.00,9.74135,71.10298,0.00,0.00,5.87435,18.89244,0.00,0.00,4.67584
1229,0.0071,1987,1384,1864,0,0,0.00,39936.00,7968.00,7935.18519,19392.00,0.00,6656.00,404.00,48.43202,0.00,94.37751,92.15756,0.00,0.44992,0.69146,0.06427,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51046,10.46775,0.00,9.73763,71.40476,0.00,0.00,5.89018,18.91876,0.00,0.00,4.79771
1231,0.0063,1987,1094,1864,0,0,6400.00,36352.00,7104.00,7064.81481,19392.00,1066.66667,6058.66667,404.00,48.2769,0.00,95.30879,89.39073,0.00,0.45559,0.69966,0.06508,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52948,10.57722,0.00,9.86027,70.40545,0.00,0.00,5.98776,18.85816,0.00,0.00,4.79124
1233,0.004,0,0,1864,0,0,1024.00,2304.00,5152.00,5111.11111,18880.00,170.66667,384.00,393.33333,48.44516,0.00,100.00,97.43865,0.00,0.46715,0.71741,0.06674,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.21214,0.00,9.84354,74.52255,0.00,0.00,3.97078,18.92389,0.00,0.00,4.76111
1235,0.00595,1987,834,1864,0,0,0.00,25344.00,7424.00,7379.62963,19392.00,0.00,4224.00,404.00,48.33955,0.00,95.76947,87.85393,0.00,0.44367,0.68184,0.06338,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.48946,10.44104,0.00,9.60223,71.21806,0.00,0.00,5.83106,18.88263,0.00,0.00,5.12993
1237,0.00637,1987,1535,1864,0,0,1792.00,33024.00,7264.00,7250.00,19392.00,298.66667,5504.00,404.00,48.32003,0.00,96.32184,85.71707,0.00,0.44509,0.68353,0.06358,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49424,10.33248,0.00,9.63305,69.68014,0.00,0.00,5.84977,18.87501,0.00,0.00,4.83769
1239,0.00598,1987,796,1864,0,0,1280.00,24320.00,7008.00,7000.00,19392.00,213.33333,4053.33333,404.00,48.39212,0.00,95.35468,86.0168,0.00,0.44798,0.68796,0.064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50392,10.41193,0.00,9.69547,70.54362,0.00,0.00,5.88768,18.90317,0.00,0.00,4.68
1241,0.00659,1987,3227,1864,0,0,5376.00,59136.00,7680.00,7657.40741,19392.00,896.00,9856.00,404.00,48.41914,0.00,91.52882,91.23917,0.00,0.44718,0.68724,0.06338,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50125,10.62351,0.00,9.67824,72.42211,0.00,0.00,5.87722,18.91373,0.00,0.00,4.73926
1243,0.00624,1987,828,1864,0,0,2560.00,22272.00,7104.00,7046.2963,19392.00,426.66667,3712.00,404.00,48.31897,0.00,96.34761,92.64864,0.00,0.43741,0.67173,0.062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.46843,10.14089,0.00,9.46672,70.55223,0.00,0.00,5.74876,18.8746,0.00,0.00,4.67847
