EID,GPU Duration (ms),Rasterized Primitives,Samples Passed,VS Invocations,PS Invocations,CS Invocations,dram__bytes_op_read.sum (bytes),dram__bytes_op_write.sum (bytes),gpu__time_active.sum,gpu__time_duration.sum,sm__inst_executed.sum,dram__bytes_op_read.avg (bytes),dram__bytes_op_write.avg (bytes),sm__inst_executed.avg,tpc__average_registers_per_thread_shader_3d.avg.ratio,l1tex__t_sector_hit_rate.avg.pct (%),lts__average_t_sector_hit_rate_realtime.avg.pct (%),lts__t_sector_hit_rate.avg.pct (%),smsp__warp_issue_stalled_barrier_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_branch_resolving_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_dispatch_stall_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_drain_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_lg_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_long_scoreboard_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_long_scoreboard_pipe_l1tex_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_math_pipe_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_membar_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_mio_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_mio_throttle_pipe_mio_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_misc_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_no_instruction_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_not_selected_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_selected_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_short_scoreboard_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_sleeping_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_tex_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_wait_per_warp_active.avg.pct (%),tpc__average_registers_per_thread_shader_3d.avg.pct (%),tpc__average_registers_per_thread_shader_cs.avg.pct (%),tpc__average_registers_per_thread_shader_ps.avg.pct (%),tpc__average_registers_per_thread_shader_vtg.avg.pct (%)
3215,0.00522,542,538,564,0,0,4096.00,1536.00,6272.00,6259.25926,5757.00,682.66667,256.00,119.9375,48.41623,0.00,99.22342,187.87319,0.00,0.41478,0.65179,0.05925,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24433,11.85542,0.00,8.97694,71.79367,0.00,0.00,5.45134,18.91259,0.00,0.00,4.76679
3217,0.00579,542,39,564,0,0,7680.00,1536.00,6208.00,6175.92593,5757.00,1280.00,256.00,119.9375,48.42436,0.00,99.24554,164.94593,0.00,0.41473,0.65172,0.05925,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24419,11.64988,0.00,8.97596,72.10858,0.00,0.00,5.45075,18.91577,0.00,0.00,4.76278
3219,0.00515,542,40,564,0,0,256.00,1536.00,6368.00,6342.59259,5757.00,42.66667,256.00,119.9375,48.109,0.00,99.74468,142.62593,0.00,0.41935,0.65898,0.05991,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25806,11.46127,0.00,9.076,72.25804,0.00,0.00,5.5115,18.79258,0.00,0.00,4.75296
3221,0.00454,542,0,564,0,0,0.00,1536.00,5600.00,5564.81481,5757.00,0.00,256.00,119.9375,48.5071,0.00,100.00,82.40187,0.00,0.41985,0.65976,0.05998,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25955,12.354,0.00,9.08675,73.23853,0.00,0.00,5.51803,18.94808,0.00,0.00,4.67325
3223,0.00534,542,329,564,0,0,512.00,2304.00,6368.00,6324.07407,5757.00,85.33333,384.00,119.9375,48.27831,0.00,99.10256,89.19891,0.00,0.41756,0.65616,0.05965,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25267,11.93489,0.00,9.03711,71.14938,0.00,0.00,5.48788,18.85871,0.00,0.00,4.6888
3225,0.00541,542,526,564,0,0,1280.00,2816.00,6464.00,6425.92593,5757.00,213.33333,469.33333,119.9375,48.18374,0.00,99.00892,114.88748,0.00,0.41865,0.65787,0.05981,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25594,11.76304,0.00,9.06072,71.91287,0.00,0.00,5.50222,18.82177,0.00,0.00,4.68444
3227,0.00522,542,67,564,0,0,1280.00,1536.00,6368.00,6324.07407,5757.00,213.33333,256.00,119.9375,48.34478,0.00,99.39638,113.10088,0.00,0.41016,0.64454,0.05859,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23049,11.50928,0.00,8.87714,70.31703,0.00,0.00,5.39074,18.88468,0.00,0.00,4.7146
3229,0.0056,542,199,564,0,0,0.00,1536.00,6304.00,6287.03704,5757.00,0.00,256.00,119.9375,48.48345,0.00,99.88453,108.32417,0.00,0.41681,0.65499,0.05954,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25043,12.12197,0.00,9.02097,80.72331,0.00,0.00,5.47808,18.93885,0.00,0.00,4.63043
3231,0.00531,505,1025,564,0,0,512.00,3072.00,6496.00,6444.44444,5757.00,85.33333,512.00,119.9375,48.37645,0.00,99.4213,97.08476,0.00,0.4157,0.65324,0.05939,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24709,12.40526,0.00,8.99686,79.33395,0.00,0.00,5.46344,18.89705,0.00,0.00,4.69791
3233,0.00515,542,172,564,0,0,0.00,1792.00,6176.00,6138.88889,5757.00,0.00,298.66667,119.9375,48.32011,0.00,99.75217,95.02885,0.00,0.40902,0.64275,0.05843,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22707,11.22046,0.00,8.85243,70.60415,0.00,0.00,5.37573,18.87504,0.00,0.00,4.68707
3235,0.00554,542,822,564,0,0,2048.00,2560.00,7136.00,7101.85185,5757.00,341.33333,426.66667,119.9375,48.32945,0.00,99.04535,94.86884,0.00,0.41583,0.65344,0.0594,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24748,11.84793,0.00,8.99967,71.81447,0.00,0.00,5.46515,18.87869,0.00,0.00,4.68479
3237,0.00566,542,550,564,0,0,1792.00,2304.00,7136.00,7111.11111,5757.00,298.66667,384.00,119.9375,48.28366,0.00,99.30394,100.41488,0.00,0.41463,0.65157,0.05923,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2439,11.44919,0.00,8.97386,71.81737,0.00,0.00,5.44947,18.8608,0.00,0.00,4.73664
3239,0.00547,287,12,564,0,0,0.00,1536.00,6080.00,6055.55556,5725.00,0.00,256.00,119.27083,48.36209,0.00,99.86979,109.39975,0.00,0.41867,0.65791,0.05981,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99158,12.3129,0.00,9.01078,71.77461,0.00,0.00,5.09326,18.89144,0.00,0.00,4.71427
3241,0.0056,542,206,564,0,0,0.00,1280.00,6432.00,6407.40741,5757.00,0.00,213.33333,119.9375,48.57807,0.00,99.68815,117.3593,0.00,0.41528,0.65258,0.05933,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24584,11.95416,0.00,8.98787,71.46269,0.00,0.00,5.45798,18.97581,0.00,0.00,4.74749
3267,0.00858,1712,119,2687,82219,0,262400.00,2816.00,11584.00,11546.2963,273111.00,43733.33333,469.33333,5689.8125,17.65365,90.42829,82.59287,82.49002,0.00,0.65447,0.02367,0.08685,0.00,69.377,69.377,0.14484,0.00,0.08231,0.08231,0.10786,0.41794,1.38088,3.25649,8.86017,0.00,0.03471,6.87935,6.89596,0.00,1.58606,4.56499
3269,0.00928,1712,30269,2687,208629,0,108544.00,150784.00,10528.00,10490.74074,607526.00,18090.66667,25130.66667,12656.79167,16.87732,91.68063,92.81967,92.72055,0.00,1.23933,0.05918,0.16422,0.00,63.06699,63.06699,0.34584,0.00,0.4305,0.4305,0.044,0.63046,4.37718,5.93296,9.88142,0.00,0.00415,12.98304,6.5927,0.00,1.59774,4.19839
3273,0.00685,969,4186,1734,34836,0,115712.00,29184.00,9824.00,9814.81481,131871.00,19285.33333,4864.00,2747.3125,19.19648,90.06279,85.4909,83.61898,0.00,1.65991,0.08204,0.22486,0.00,43.48695,43.48695,0.39353,0.00,0.3298,0.3298,0.16277,1.64751,3.9478,8.65516,20.72302,0.00,0.00,17.82246,7.49863,0.00,1.59217,8.21249
3275,0.00605,969,3523,1734,38272,0,21504.00,33536.00,7904.00,7888.88889,142426.00,3584.00,5589.33333,2967.20833,18.71622,90.48089,95.31173,94.36925,0.00,1.63739,0.07837,0.23004,0.00,46.04882,46.04882,0.39036,0.00,0.26567,0.26567,0.15315,1.73897,4.111,8.79948,20.02547,0.00,0.00,18.10722,7.31102,0.00,1.60132,4.30509
3277,0.00637,969,5282,1734,47057,0,21760.00,29184.00,7904.00,7861.11111,164785.00,3626.66667,4864.00,3433.02083,18.27303,90.24334,95.95846,94.43947,0.00,1.63954,0.08207,0.22627,0.00,46.50062,46.50062,0.43818,0.00,0.26968,0.26968,0.13062,1.51694,4.74799,8.57908,18.87909,0.00,0.00,17.891,7.1379,0.00,1.60005,3.90221
3279,0.00608,969,2475,1734,28757,0,19200.00,20224.00,7648.00,7611.11111,113862.00,3200.00,3370.66667,2372.125,19.42103,89.82182,94.93166,93.21109,0.00,1.76436,0.07878,0.24087,0.00,41.18761,41.18761,0.29314,0.00,0.2194,0.2194,0.20478,2.09779,2.85103,9.37422,23.44154,0.00,0.00,19.00616,7.58634,0.00,1.63723,3.97021
3281,0.00669,969,9424,1734,69924,0,28416.00,59136.00,8448.00,8416.66667,224675.00,4736.00,9856.00,4680.72917,17.64944,89.90655,95.43196,93.50135,0.00,1.40767,0.07686,0.1881,0.00,59.35159,59.35159,0.54158,0.00,0.31926,0.31926,0.07665,1.05172,5.14112,6.94192,13.59861,0.00,0.00467,14.88949,6.89431,0.00,1.59157,3.92022
3283,0.00502,3,57,1734,288,0,256.00,2304.00,6688.00,6648.14815,16893.00,42.66667,384.00,351.9375,38.92939,81.09453,99.71223,100.8996,0.00,0.3965,0.3454,0.07696,0.00,2.39009,2.39009,0.008,0.00,0.00,0.00,0.07388,2.43811,0.008,10.40075,79.99828,0.00,0.00,6.52563,15.20679,0.00,1.63724,3.93581
3285,0.00486,969,0,1734,642,0,256.00,2048.00,6432.00,6398.14815,21226.00,42.66667,341.33333,442.20833,35.12851,85.00323,96.69917,94.22504,0.00,0.49686,0.24174,0.11992,0.00,9.06867,9.06867,0.02484,0.00,0.00908,0.00908,1.18482,2.98356,0.08504,10.10921,66.40454,0.00,0.00,10.51912,13.72208,0.00,1.61268,3.96961
3287,0.0049,969,0,1734,1061,0,0.00,3584.00,6336.00,6314.81481,23668.00,0.00,597.33333,493.08333,33.50862,87.36196,95.77666,93.38711,0.00,0.58133,0.22046,0.13735,0.00,11.60821,11.60821,0.03368,0.00,0.01531,0.01531,1.0848,3.20147,0.18372,10.38169,62.30808,0.00,0.00,11.7998,13.08931,0.00,1.61373,3.94133
3289,0.0049,969,0,1734,1217,0,0.00,3072.00,6688.00,6657.40741,24592.00,0.00,512.00,512.33333,33.0867,88.47328,96.65211,93.28745,0.00,0.59654,0.20954,0.1408,0.00,12.18449,12.18449,0.03374,0.00,0.015,0.015,1.04561,3.15141,0.25745,10.27198,58.58797,0.00,0.00,12.07368,12.92449,0.00,1.61591,5.59968
3291,0.00493,969,0,1734,1307,0,768.00,2816.00,6432.00,6398.14815,25120.00,128.00,469.33333,523.33333,32.39869,88.31663,96.58936,94.43737,0.00,0.62609,0.20554,0.1484,0.00,12.10741,12.10741,0.04029,0.00,0.02795,0.02795,1.0195,3.30393,0.23473,10.3537,58.96586,0.00,0.00,12.463,12.65574,0.00,1.61153,3.95129
3293,0.00541,969,0,1734,1186,0,0.00,2816.00,6528.00,6509.25926,24526.00,0.00,469.33333,510.95833,33.26291,88.2196,96.70571,93.81742,0.00,0.61646,0.21287,0.14603,0.00,11.76556,11.76556,0.0413,0.00,0.0149,0.0149,1.05582,3.12445,0.30184,10.52582,61.23403,0.00,0.00,12.28708,12.99332,0.00,1.65037,3.89975
3316,0.01757,4298,111721,5784,643475,0,1112832.00,425984.00,19776.00,19740.74074,536391.00,185472.00,70997.33333,11174.8125,17.15618,77.06684,85.58328,85.66753,0.00,1.11347,0.01553,0.15577,0.00,84.87439,84.87439,0.00002,0.00,0.00402,0.00402,0.04257,0.59017,0.15222,1.71163,5.85557,0.00,0.24799,5.45688,6.70163,0.00,1.62019,6.25437
3320,0.01178,3870,40350,3878,231849,0,537344.00,344832.00,12864.00,12814.81481,230947.00,89557.33333,57472.00,4811.39583,17.32993,79.03331,85.29072,85.5406,0.00,1.34139,0.02665,0.17849,0.00,82.24485,82.24485,0.00,0.00,0.00014,0.00014,0.08134,0.81494,0.16348,2.08218,5.48493,0.00,0.31183,6.44745,6.7695,0.00,1.59877,4.53684
3327,0.02051,1438,226982,2571,1214538,0,701952.00,763904.00,23008.00,22981.48148,828455.00,116992.00,127317.33333,17259.47917,16.68162,88.49228,87.41674,87.74475,0.00,1.16654,0.00613,0.16938,0.00,85.94622,85.94622,0.00,0.00,0.00078,0.00078,0.00734,0.51857,0.17182,1.71569,4.72204,0.00,0.08215,5.79114,6.51626,0.00,1.60246,7.88831
3329,0.01267,2151,84335,2571,391314,0,69888.00,162816.00,13248.00,13222.22222,305286.00,11648.00,27136.00,6360.125,16.87088,90.24517,94.96969,94.94441,0.00,1.40543,0.01415,0.18249,0.00,84.19939,84.19939,0.00,0.00,0.00025,0.00025,0.02678,0.65784,0.17635,1.95345,5.24962,0.00,0.07727,6.60719,6.59019,0.00,1.61069,4.76241
3336,0.01222,2420,54656,3025,304446,0,372992.00,155648.00,13376.00,13351.85185,263723.00,62165.33333,25941.33333,5494.22917,16.85464,95.7762,79.01016,78.48567,0.00,1.37819,0.01768,0.168,0.00,81.74144,81.74144,0.00,0.00,0.00023,0.00023,0.04052,0.71103,0.15098,1.87175,6.72408,0.00,0.04986,6.3015,6.58384,0.00,1.59533,8.95032
3338,0.00954,1079,18389,3025,205667,0,60928.00,35840.00,9952.00,9907.40741,177992.00,10154.66667,5973.33333,3708.16667,17.04414,89.91402,95.96824,95.08695,0.00,1.39423,0.02752,0.17613,0.00,82.50356,82.50356,0.00,0.00,0.00023,0.00023,0.04466,0.84095,0.16178,2.0804,6.08312,0.00,0.30919,6.51765,6.65787,0.00,1.59977,4.58186
3340,0.00931,2420,32372,3025,163705,0,44288.00,66560.00,10560.00,10546.2963,163992.00,7381.33333,11093.33333,3416.50,17.82679,95.26397,93.9992,92.41512,0.00,1.65309,0.03369,0.19462,0.00,80.18044,80.18044,0.00,0.00,0.00046,0.00046,0.08048,0.98329,0.17445,2.34043,7.35033,0.00,0.00097,7.48252,6.96359,0.00,1.62794,4.75795
3342,0.00864,2420,23693,3025,98668,0,57856.00,90880.00,9792.00,9768.51852,114090.00,9642.66667,15146.66667,2376.875,18.31954,95.52941,92.6676,91.88197,0.00,1.62786,0.04916,0.18939,0.00,77.3489,77.3489,0.00,0.00,0.00,0.00,0.1268,1.1962,0.14574,2.50377,8.8138,0.00,0.00428,7.42467,7.15607,0.00,1.61709,4.60182
3344,0.01046,2126,49421,3025,258653,0,43776.00,70400.00,11200.00,11185.18519,223386.00,7296.00,11733.33333,4653.875,16.97719,94.63133,94.95537,94.26395,0.00,1.40372,0.02158,0.1748,0.00,82.25901,82.25901,0.00,0.00,0.00003,0.00003,0.05038,0.74628,0.1602,1.98524,5.83585,0.00,0.22156,6.49529,6.63171,0.00,1.59861,4.55128
3348,0.01776,2143,197703,4998,875957,0,663040.00,534784.00,18240.00,18212.96296,656293.00,110506.66667,89130.66667,13672.77083,16.86499,94.46227,79.64032,79.51146,0.00,1.4481,0.01303,0.18016,0.00,82.75252,82.75252,0.00,0.00,0.00036,0.00036,0.01621,0.60929,0.17936,1.93249,5.12025,0.00,0.09352,6.65499,6.58789,0.00,1.60988,4.85053
3355,0.00941,1310,19238,1403,79062,0,223744.00,98560.00,10944.00,10888.88889,80402.00,37290.66667,16426.66667,1675.04167,17.45457,71.2079,86.2653,84.82131,0.00,1.19347,0.02472,0.15334,0.00,80.55684,80.55684,0.00,0.00,0.00016,0.00016,0.04386,0.86517,0.11434,1.82478,7.75597,0.00,0.09841,5.69245,6.81819,0.00,1.60561,7.68536
3357,0.00784,1310,9834,1403,88104,0,78336.00,48384.00,9152.00,9138.88889,84225.00,13056.00,8064.00,1754.6875,17.59082,68.13869,94.75501,94.56042,0.00,1.34159,0.02721,0.17662,0.00,81.88396,81.88396,0.00002,0.00,0.00,0.00,0.0478,0.91488,0.1356,2.06264,6.6347,0.00,0.02701,6.45451,6.87141,0.00,1.63369,4.93091
3359,0.00896,1310,24178,1403,99534,0,46592.00,144384.00,9824.00,9750.00,95259.00,7765.33333,24064.00,1984.5625,18.52652,72.34388,93.63458,93.21602,0.00,1.34664,0.02309,0.17429,0.00,84.06358,84.06358,0.00,0.00,0.00025,0.00025,0.04075,0.85012,0.13706,1.9884,6.18144,0.00,0.08212,6.37024,7.23692,0.00,1.59397,2.14801
3361,0.00912,1310,27497,1403,126704,0,37888.00,44288.00,9664.00,9611.11111,114896.00,6314.66667,7381.33333,2393.66667,18.16169,70.04247,97.41839,96.66065,0.00,1.28068,0.01874,0.16849,0.00,84.08756,84.08756,0.00002,0.00,0.00036,0.00036,0.03175,0.75631,0.14004,1.86856,5.60927,0.00,0.49742,6.09803,7.09441,0.00,1.57772,1.70666
3363,0.01024,953,38531,1403,252088,0,228352.00,57088.00,10912.00,10851.85185,197153.00,38058.66667,9514.66667,4107.35417,17.41702,69.07762,94.57016,94.40564,0.00,1.10162,0.00977,0.14942,0.00,97.79868,97.79868,0.00,0.00,0.00048,0.00048,0.01342,0.54573,0.14277,1.57424,4.26578,0.00,0.87604,5.29062,6.80352,0.00,1.48393,4.67063
3365,0.00701,1310,7952,1403,32714,0,20224.00,29184.00,8160.00,8138.88889,43945.00,3370.66667,4864.00,915.52083,19.85099,72.08086,96.55889,95.6812,0.00,1.57348,0.06832,0.20437,0.00,74.04772,74.04772,0.00,0.00,0.00,0.00,0.1268,1.75646,0.1163,2.8853,11.82249,0.00,0.00,7.72894,7.75429,0.00,1.60152,4.75518
3372,0.00941,1344,12727,1386,94355,0,265216.00,125696.00,10976.00,10953.7037,90518.00,44202.66667,20949.33333,1885.79167,18.83185,73.09904,82.79716,81.95616,0.00,1.16489,0.02309,0.16445,0.00,87.12753,87.12753,0.00,0.00,0.00,0.00,0.04105,0.8537,0.13617,1.90334,7.89962,0.00,0.31923,5.7904,7.35619,0.00,1.64322,3.11206
3374,0.00813,1344,11477,1386,93126,0,22272.00,98560.00,8832.00,8768.51852,88886.00,3712.00,16426.66667,1851.79167,17.67022,74.18421,93.95359,92.20189,0.00,1.22871,0.02561,0.17863,0.00,84.47807,84.47807,0.00,0.00,0.00073,0.00073,0.04479,0.91262,0.1413,2.03949,6.67249,0.00,0.09536,6.15744,6.90243,0.00,1.61994,4.40753
3376,0.00704,1344,767,1386,22254,0,6144.00,12288.00,7904.00,7861.11111,35097.00,1024.00,2048.00,731.1875,20.92492,67.84024,97.28073,97.73853,0.00,1.43896,0.09392,0.20847,0.00,68.32954,68.32954,0.00,0.00,0.00,0.00,0.1772,2.27644,0.08832,3.21068,15.04026,0.00,0.00028,7.53627,8.1738,0.00,1.59709,4.83781
3378,0.00672,1344,2503,1386,20904,0,3840.00,16128.00,7616.00,7592.59259,34645.00,640.00,2688.00,721.77083,21.25079,69.96821,96.78002,94.16255,0.00,1.51848,0.10215,0.21875,0.00,67.74563,67.74563,0.00,0.00,0.00,0.00,0.19321,2.46623,0.09453,3.42922,16.04295,0.00,0.00,7.96585,8.30109,0.00,1.63726,4.5891
3380,0.00691,1344,8189,1386,62307,0,15616.00,29696.00,8672.00,8648.14815,67564.00,2602.66667,4949.33333,1407.58333,18.1264,69.66229,97.58682,97.08044,0.00,1.34936,0.03691,0.19052,0.00,78.86226,78.86226,0.00,0.00,0.00017,0.00017,0.06627,1.15573,0.13584,2.31762,8.38882,0.00,0.01966,6.7298,7.08062,0.00,1.60141,4.53571
3384,0.00931,2400,13399,2364,107878,0,254720.00,62720.00,10080.00,10055.55556,113585.00,42453.33333,10453.33333,2366.35417,17.97561,73.10864,87.19647,86.76742,0.00,1.29809,0.0371,0.18892,0.00,80.85004,80.85004,0.00,0.00,0.00034,0.00034,0.08226,1.04952,0.15419,2.30024,7.99302,0.00,0.01768,6.55753,7.02172,0.00,1.60426,4.69516
3386,0.00922,1596,27112,2364,210042,0,227584.00,58112.00,10432.00,10388.88889,183304.00,37930.66667,9685.33333,3818.83333,17.53548,73.30153,92.85527,92.44133,0.00,0.93919,0.01599,0.13754,0.00,90.24296,90.24296,8.40745E-06,0.00,0.00077,0.00077,0.02458,0.59923,0.11926,1.54112,4.63506,0.00,0.58262,4.72045,6.8498,0.00,1.60246,4.88558
3403,0.00691,203,5116,205,0,0,17664.00,7168.00,9056.00,9027.77778,2121.00,2944.00,1194.66667,44.1875,48.22764,0.00,91.78744,88.87713,0.00,0.38935,0.61184,0.05165,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16806,11.323,0.00,8.4267,123.6909,0.00,0.00,5.1172,18.83892,0.00,0.00,4.06845
3405,0.00554,203,2534,205,0,0,768.00,2304.00,6976.00,6935.18519,2121.00,128.00,384.00,44.1875,48.37862,0.00,98.69961,96.01826,0.00,0.41554,0.65299,0.05512,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24661,12.62296,0.00,8.99339,71.05241,0.00,0.00,5.46133,18.8979,0.00,0.00,4.61426
3407,0.00554,203,4403,205,0,0,4352.00,11776.00,6976.00,6935.18519,2121.00,725.33333,1962.66667,44.1875,48.31592,0.00,96.70588,91.87803,0.00,0.42605,0.66951,0.06086,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.27815,11.95113,0.00,9.22094,72.30241,0.00,0.00,5.59951,18.87341,0.00,0.00,4.76002
3409,0.00611,203,6168,205,0,0,3840.00,9472.00,7584.00,7537.03704,2121.00,640.00,1578.66667,44.1875,48.18011,0.00,97.93926,88.53843,0.00,0.41607,0.65382,0.05519,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2482,11.35688,0.00,9.00484,71.67785,0.00,0.00,5.46829,18.82035,0.00,0.00,4.57755
3411,0.00669,203,21560,205,0,0,10752.00,14592.00,7872.00,7842.59259,2121.00,1792.00,2432.00,44.1875,48.21907,0.00,95.73618,89.93961,0.00,0.4245,0.66707,0.06064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2735,12.49242,0.00,9.18739,73.02694,0.00,0.00,5.57914,18.83557,0.00,0.00,4.62999
3413,0.00538,203,1881,205,0,0,3072.00,7168.00,6784.00,6768.51852,2121.00,512.00,1194.66667,44.1875,48.19026,0.00,97.77778,90.59709,0.00,0.40529,0.63689,0.0579,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21588,11.34409,0.00,8.77171,77.90323,0.00,0.00,5.32672,18.82432,0.00,0.00,4.63255
3418,0.00858,694,63741,783,0,0,98560.00,49920.00,10592.00,10564.81481,7862.00,16426.66667,8320.00,163.79167,48.12525,0.00,87.80659,86.15646,0.00,0.41659,0.65463,0.05951,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15362,11.64036,0.00,8.99779,75.46952,0.00,0.00,5.32634,18.79893,0.00,0.00,4.51984
3420,0.00694,779,7779,783,0,0,2304.00,7936.00,8160.00,8138.88889,7878.00,384.00,1322.66667,164.125,48.43021,0.00,97.87508,95.70362,0.00,0.4161,0.65388,0.0583,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24831,11.26798,0.00,9.00569,79.21192,0.00,0.00,5.4688,18.91805,0.00,0.00,4.71975
3450,0.01395,6254,7697,9558,181217,0,96000.00,40192.00,16032.00,15990.74074,909866.00,16000.00,6698.66667,18955.54167,36.94905,83.5586,93.54568,92.89643,0.00,0.6594,4.77628,0.08879,0.00,19.43395,19.43395,0.07435,0.00,12.07007,12.07007,0.20948,0.77136,22.04108,6.00104,19.92232,0.00,0.04526,9.32392,14.43322,0.00,3.1818,5.82058
3462,0.01117,1512,11042,2268,74471,0,55296.00,38656.00,12864.00,12851.85185,375599.00,9216.00,6442.66667,7824.97917,33.5185,84.64494,92.51462,90.80872,0.00,0.57618,3.31357,0.07851,0.00,39.97384,39.97384,0.0303,0.00,9.12887,9.12887,0.05486,0.56479,14.00292,5.16144,10.67734,0.00,0.75044,7.98654,13.09316,0.00,3.23533,5.93009
3475,0.00774,504,1931,756,14334,0,10752.00,9472.00,8576.00,8509.25926,78815.00,1792.00,1578.66667,1641.97917,37.35177,81.93635,96.66425,92.15412,0.00,1.07305,2.90408,0.13885,0.00,25.61937,25.61937,0.02614,0.00,3.05321,3.05321,0.123,3.53314,9.73607,9.32131,31.93016,0.00,0.00,14.16817,14.59054,0.00,3.12396,5.23765
3487,0.01069,1260,6553,1890,154502,0,131584.00,16128.00,12096.00,12055.55556,674431.00,21930.66667,2688.00,14050.64583,30.51365,78.7506,90.79654,89.27691,0.00,0.57425,5.31219,0.08852,0.00,37.41871,37.41871,0.05023,0.00,11.19613,11.19613,0.02582,0.46742,20.32576,5.75621,7.53757,0.00,0.71756,8.93256,11.91939,0.00,3.18889,5.63745
3499,0.01843,8496,30173,12744,456364,0,223744.00,109312.00,19616.00,19574.07407,2220686.00,37290.66667,18218.66667,46264.29167,36.19735,86.83014,92.92295,92.39688,0.00,0.7433,6.58929,0.10572,0.00,13.91698,13.91698,0.11452,0.00,8.00066,8.00066,0.09597,0.43418,32.70677,7.0844,11.75856,0.00,0.28226,10.99107,14.13959,0.00,3.45962,4.97883
3512,0.00883,684,2183,1026,23910,0,4608.00,9984.00,9408.00,9351.85185,128219.00,768.00,1664.00,2671.22917,36.42665,79.50412,98.3216,91.27922,0.00,0.95831,4.91325,0.12803,0.00,20.28757,20.28757,0.05602,0.00,11.09228,11.09228,0.09216,1.66022,19.94665,8.43249,21.4427,0.00,0.00862,13.04201,14.22916,0.00,3.19789,5.41624
3524,0.01206,2124,27770,3186,251199,0,229888.00,69888.00,13728.00,13703.7037,1123043.00,38314.66667,11648.00,23396.72917,33.18151,83.4556,89.81236,88.86896,0.00,0.6641,5.97452,0.09595,0.00,24.20564,24.20564,0.07073,0.00,14.58812,14.58812,0.03655,0.44497,26.48134,6.36769,8.44401,0.00,1.01043,9.91818,12.96153,0.00,3.26621,5.65798
3534,0.0129,2556,23566,3834,268274,0,183808.00,52480.00,13280.00,13222.22222,1207816.00,30634.66667,8746.66667,25162.83333,32.61958,81.73428,92.02054,91.34893,0.00,0.67882,5.94237,0.10047,0.00,27.10963,27.10963,0.1119,0.00,9.18736,9.18736,0.0559,0.49631,28.78752,6.59883,8.58596,0.00,0.41951,10.24422,12.74202,0.00,3.28454,5.98454
3554,0.00832,0,0,29920,0,0,91136.00,5120.00,11456.00,11398.14815,273540.00,15189.33333,853.33333,5698.75,64.2762,95.00,95.82121,95.1864,0.00,0.16886,1.28764,0.04042,0.00,0.00,0.00,0.04351,0.00,1.93409,1.93409,0.00,0.29723,4.87138,6.13156,82.94505,0.00,0.00,3.72258,25.10789,0.00,0.00,5.21127
3560,0.01261,541,277,58344,6391,0,35584.00,6400.00,15200.00,15185.18519,557984.00,5930.66667,1066.66667,11624.66667,56.61915,90.30196,99.01494,98.10658,0.00,0.36071,1.16602,0.07954,0.00,13.16042,13.16042,0.07125,0.00,0.79432,0.79432,0.03804,0.68314,3.39502,10.54602,63.72138,0.00,0.00,7.14529,22.11686,0.00,1.91518,6.38812
